LAKE,TOWN,STATION,DATE,Depth,LAYER,PH,H_ION,ALK,COLOR,TP,COND,TURBIDITY,YEAR,MONTH,Comments,SampleID,CompleteDate,ID,Date_Sta_Lr
"SUNAPEE, LAKE",SUNAPEE,200,17-Sep-18,14.5,H,6.3,,,,0.007,101.7,0.79,2018,,,,9/20/2018,35026,9172018200H
"SUNAPEE, LAKE",SUNAPEE,200,17-Sep-18,12.5,M,6.48,,,,0.007,101.1,1.3,2018,,,,9/20/2018,35025,9172018200M
"SUNAPEE, LAKE",SUNAPEE,200,17-Sep-18,5,E,7.12,,6.9,,0.003,101.1,0.36,2018,,,,9/20/2018,35024,9172018200E
"SUNAPEE, LAKE",SUNAPEE,100.1,17-Sep-18,6.7,I,7.15,,,,0.01,101.7,0.91,2018,,,,9/20/2018,35023,9172018100.1I
"SUNAPEE, LAKE",SUNAPEE,70,17-Sep-18,6,I,7.08,,,,0.01,100.7,0.42,2018,,,,9/20/2018,35022,9172018070I
"SUNAPEE, LAKE",SUNAPEE,60,17-Sep-18,4.5,I,7.15,,,,0.012,102.5,0.55,2018,,,,9/20/2018,35021,9172018060I
"SUNAPEE, LAKE",SUNAPEE,110,12-Sep-18,7.3,I,7.03,,,,0.005,103.2,0.61,2018,,,,9/20/2018,35020,9122018110I
"SUNAPEE, LAKE",SUNAPEE,830.15,11-Sep-18,,I,6.47,,,,0.029,575,9.27,2018,,,,9/20/2018,35019,9112018830.15I
"SUNAPEE, LAKE",SUNAPEE,830,10-Sep-18,,I,6.45,,,,0.019,840,17.3,2018,,,,9/12/2018,35018,9102018830I
"SUNAPEE, LAKE",SUNAPEE,640.1,10-Sep-18,,I,6.42,,,,0.077,156.5,2.73,2018,,,,9/12/2018,35017,9102018640.1I
"SUNAPEE, LAKE",SUNAPEE,610,10-Sep-18,,I,7.07,,,,0.004,107.6,0.27,2018,,,,9/12/2018,35016,9102018610I
"SUNAPEE, LAKE",SUNAPEE,575,10-Sep-18,,I,6.9,,,,0.013,527,0.85,2018,,,,9/12/2018,35015,9102018575I
"SUNAPEE, LAKE",SUNAPEE,515.1,10-Sep-18,,I,6.67,,,,0.003,1159,0.24,2018,,,,9/12/2018,35014,9102018515.1I
"SUNAPEE, LAKE",SUNAPEE,90,09-Sep-18,6.3,I,7.04,,,,0.004,101.8,0.6,2018,,,,9/12/2018,35012,992018090I
"SUNAPEE, LAKE",SUNAPEE,80,09-Sep-18,1,I,6.99,,,,0.026,103.4,0.81,2018,,,,9/12/2018,35011,992018080I
"SUNAPEE, LAKE",SUNAPEE,70,09-Sep-18,5.4,I,7.05,,,,0.033,105.9,1.41,2018,,,,9/12/2018,35010,992018070I
"SUNAPEE, LAKE",SUNAPEE,30,09-Sep-18,9.4,I,7.12,,,,0.024,104.8,0.92,2018,,,,9/12/2018,35009,992018030I
"SUNAPEE, LAKE",SUNAPEE,20,09-Sep-18,4.3,I,7.08,,,,0.009,105.1,0.77,2018,,,,9/12/2018,35008,992018020I
"SUNAPEE, LAKE",SUNAPEE,10,09-Sep-18,10.8,I,7.02,,,,0.005,110.9,0.5,2018,,,,9/12/2018,35007,992018010I
"SUNAPEE, LAKE",SUNAPEE,1115,05-Sep-18,,I,6.66,,,,0.009,52.6,0.7,2018,,,,9/6/2018,35003,9520181115I
"SUNAPEE, LAKE",SUNAPEE,800.8,05-Sep-18,,I,6.74,,,,0.012,69.8,0.52,2018,,,,9/6/2018,35002,952018800.8I
"SUNAPEE, LAKE",SUNAPEE,800.5,05-Sep-18,,I,6.92,,,,0.011,71,0.8,2018,,,,9/6/2018,35001,952018800.5I
"SUNAPEE, LAKE",SUNAPEE,790.4,05-Sep-18,,I,6.31,,,,0.017,41.8,0.63,2018,,,,9/6/2018,35000,952018790.4I
"SUNAPEE, LAKE",SUNAPEE,790.2,05-Sep-18,,I,6.66,,,,0.019,53.3,1.04,2018,,,,9/6/2018,34999,952018790.2I
"SUNAPEE, LAKE",SUNAPEE,670,05-Sep-18,,I,6.82,,,,0.011,271.9,1.46,2018,,,,9/6/2018,34998,952018670I
"SUNAPEE, LAKE",SUNAPEE,680,05-Sep-18,,I,7.33,,,,0.007,259.9,1.28,2018,,,,9/6/2018,34997,952018680I
"SUNAPEE, LAKE",SUNAPEE,670.5,05-Sep-18,,I,6.73,,,,0.014,202.4,1.07,2018,,,,9/6/2018,34995,952018670.5I
"SUNAPEE, LAKE",SUNAPEE,790,05-Sep-18,,I,6.75,,,,0.022,66.3,1.46,2018,,,,9/6/2018,35006,952018790I
"SUNAPEE, LAKE",SUNAPEE,788,05-Sep-18,,I,6.87,,,,0.036,130.2,1.43,2018,,,,9/6/2018,35005,952018788I
"SUNAPEE, LAKE",SUNAPEE,1420,04-Sep-18,,I,7.06,,,,0.007,85.8,0.56,2018,,,,9/6/2018,34993,9420181420I
"SUNAPEE, LAKE",SUNAPEE,1418,04-Sep-18,,I,6.91,,,,0.037,504,2.48,2018,,,,9/6/2018,34992,9420181418I
"SUNAPEE, LAKE",SUNAPEE,1410.5,04-Sep-18,,I,6.88,,,,0.013,21.44,0.43,2018,,,,9/6/2018,34991,9420181410.5I
"SUNAPEE, LAKE",SUNAPEE,1415,04-Sep-18,,I,6.83,,,,0.013,729,5.34,2018,,,,9/6/2018,34990,9420181415I
"SUNAPEE, LAKE",SUNAPEE,835,04-Sep-18,,I,7.44,,,,0.004,1524,0.37,2018,,,,9/6/2018,34989,942018835I
"SUNAPEE, LAKE",SUNAPEE,830,04-Sep-18,,I,6.53,,,,0.03,787,24.9,2018,,,,9/6/2018,34988,942018830I
"SUNAPEE, LAKE",SUNAPEE,505,04-Sep-18,,I,7.08,,,,0.007,164.3,0.52,2018,,,,9/6/2018,34985,942018505I
"SUNAPEE, LAKE",SUNAPEE,800,03-Sep-18,,I,6.84,,,,0.031,83,3.01,2018,,,,9/6/2018,34987,932018800I
"SUNAPEE, LAKE",SUNAPEE,540,03-Sep-18,,I,5.97,,,,0.024,63.5,1.23,2018,,,,9/6/2018,34986,932018540I
"SUNAPEE, LAKE",SUNAPEE,230,13-Aug-18,19,H,6.22,,,,0.007,84.5,0.64,2018,,,,8/16/2018,34983,8132018230H
"SUNAPEE, LAKE",SUNAPEE,230,13-Aug-18,11,M,6.54,,,,0.005,85.1,2.03,2018,,,,8/16/2018,34982,8132018230M
"SUNAPEE, LAKE",SUNAPEE,230,13-Aug-18,3.5,E,7.07,,6.1,,0.005,86.2,0.49,2018,,,,8/16/2018,34981,8132018230E
"SUNAPEE, LAKE",SUNAPEE,220,13-Aug-18,22.5,H,6.28,,,,0.007,84.9,1.84,2018,,,,8/16/2018,34977,8132018220H
"SUNAPEE, LAKE",SUNAPEE,220,13-Aug-18,13,M,6.55,,,,0.008,86,1.2,2018,,,,8/16/2018,34976,8132018220M
"SUNAPEE, LAKE",SUNAPEE,220,13-Aug-18,4,E,7,,6.6,,0.005,86.6,0.41,2018,,,,8/16/2018,34975,8132018220E
"SUNAPEE, LAKE",SUNAPEE,210,13-Aug-18,21,H,6.73,,,,0.006,88.2,0.94,2018,,,,8/16/2018,34974,8132018210H
"SUNAPEE, LAKE",SUNAPEE,210,13-Aug-18,10,M,6.7,,,,0.01,86.9,2.45,2018,,,,8/16/2018,34973,8132018210M
"SUNAPEE, LAKE",SUNAPEE,210,13-Aug-18,3.5,E,7.1,,6.9,,0.004,86.9,0.47,2018,,,,8/16/2018,34972,8132018210E
"SUNAPEE, LAKE",SUNAPEE,200,13-Aug-18,17,H,6.35,,,,0.006,88.4,0.81,2018,,,,8/16/2018,34971,8132018200H
"SUNAPEE, LAKE",SUNAPEE,200,13-Aug-18,9.5,M,6.87,,,,0.005,87.2,2.45,2018,,,,8/16/2018,34970,8132018200M
"SUNAPEE, LAKE",SUNAPEE,200,13-Aug-18,3,E,7.17,,5.7,,0.007,88.5,0.41,2018,,,,8/16/2018,34969,8132018200E
"SUNAPEE, LAKE",SUNAPEE,110,13-Aug-18,7.3,I,6.99,,,,0.005,93,0.74,2018,,,,8/16/2018,34968,8132018110I
"SUNAPEE, LAKE",SUNAPEE,10,13-Aug-18,10.8,I,7.1,,,,0.005,96.4,0.94,2018,,,,8/16/2018,34967,8132018010I
"SUNAPEE, LAKE",SUNAPEE,100.1,13-Aug-18,6.7,I,7.1,,,,0.018,88,0.71,2018,,,,8/16/2018,34966,8132018100.1I
"SUNAPEE, LAKE",SUNAPEE,60,13-Aug-18,3.7,I,7.04,,,,0.009,87.2,0.64,2018,,,,8/16/2018,34965,8132018060I
"SUNAPEE, LAKE",SUNAPEE,30,13-Aug-18,9.4,I,7.06,,,,0.027,90.8,0.65,2018,,,,8/16/2018,34964,8132018030I
"SUNAPEE, LAKE",SUNAPEE,90,13-Aug-18,6.3,I,6.9,,,,0.006,102.7,0.66,2018,,,,8/16/2018,34961,8132018090I
"SUNAPEE, LAKE",SUNAPEE,80,13-Aug-18,1,I,6.85,,,,0.062,106.3,1.53,2018,,,,8/16/2018,34959,8132018080I
"SUNAPEE, LAKE",SUNAPEE,20,12-Aug-18,3.3,I,6.93,,,,0.007,103.7,0.83,2018,,,,8/16/2018,34962,8122018020I
"SUNAPEE, LAKE",SUNAPEE,70,12-Aug-18,6,I,6.79,,,,0.024,104.6,1.29,2018,,,,8/16/2018,34958,8122018070I
"SUNAPEE, LAKE",SUNAPEE,720.1,12-Aug-18,,I,5.94,,,,0.021,77.6,2.74,2018,,,,8/16/2018,34957,8122018720.1I
"SUNAPEE, LAKE",SUNAPEE,715,12-Aug-18,,I,5.31,,,,0.004,12.5,0.68,2018,,,,9/6/2018,34956,8122018715I
"SUNAPEE, LAKE",SUNAPEE,1420,08-Aug-18,,I,6.95,,,,0.005,83.5,0.44,2018,,,,8/9/2018,34955,8820181420I
"SUNAPEE, LAKE",SUNAPEE,1418,08-Aug-18,,I,6.45,,,,0.025,603,0.78,2018,,,,8/9/2018,34954,8820181418I
"SUNAPEE, LAKE",SUNAPEE,1410.5,08-Aug-18,,I,6.54,,,,0.016,20.01,0.69,2018,,,,8/9/2018,34952,8820181410.5I
"SUNAPEE, LAKE",SUNAPEE,1115,08-Aug-18,,I,6.63,,,,0.007,54.8,0.57,2018,,,,8/9/2018,34950,8820181115I
"SUNAPEE, LAKE",SUNAPEE,800.8,08-Aug-18,,I,6.77,,,,0.017,57.2,1.84,2018,,,,8/9/2018,34949,882018800.8I
"SUNAPEE, LAKE",SUNAPEE,800.5,08-Aug-18,,I,6.73,,,,0.015,66.5,0.53,2018,,,,8/9/2018,34948,882018800.5I
"SUNAPEE, LAKE",SUNAPEE,790.4,08-Aug-18,,I,6.09,,,,0.018,41.6,0.86,2018,,,,8/9/2018,34947,882018790.4I
"SUNAPEE, LAKE",SUNAPEE,790.2,08-Aug-18,,I,6.52,,,,0.019,50.5,0.55,2018,,,,8/9/2018,34946,882018790.2I
"SUNAPEE, LAKE",SUNAPEE,675,08-Aug-18,,I,6.73,,,,0.01,65.6,0.27,2018,,,,8/9/2018,34945,882018675I
"SUNAPEE, LAKE",SUNAPEE,670,08-Aug-18,,I,6.73,,,,0.015,255.8,1.35,2018,,,,8/9/2018,34944,882018670I
"SUNAPEE, LAKE",SUNAPEE,830.15,07-Aug-18,,I,6.5,,,,0.038,529,5.38,2018,,,,8/9/2018,34943,872018830.15I
"SUNAPEE, LAKE",SUNAPEE,680,07-Aug-18,,I,7.29,,,,0.007,251.7,1.15,2018,,,,8/9/2018,34941,872018680I
"SUNAPEE, LAKE",SUNAPEE,670.5,07-Aug-18,,I,6.78,,,,0.012,169.3,0.74,2018,,,,8/9/2018,34940,872018670.5I
"SUNAPEE, LAKE",SUNAPEE,640.1,07-Aug-18,,I,6.42,,,,0.095,140.4,2.44,2018,,,,8/9/2018,34939,872018640.1I
"SUNAPEE, LAKE",SUNAPEE,610,07-Aug-18,,I,7.02,,,,0.003,103.4,0.39,2018,,,,8/9/2018,34937,872018610I
"SUNAPEE, LAKE",SUNAPEE,575,07-Aug-18,,I,6.57,,,,0.021,468,1.61,2018,,,,8/9/2018,34936,872018575I
"SUNAPEE, LAKE",SUNAPEE,790,07-Aug-18,,I,6.52,,,,0.017,53.4,1.07,2018,,,,8/9/2018,34935,872018790I
"SUNAPEE, LAKE",SUNAPEE,788,07-Aug-18,,I,6.92,,,,0.012,125.1,0.62,2018,,,,8/9/2018,34934,872018788I
"SUNAPEE, LAKE",SUNAPEE,510,07-Aug-18,,I,6.67,,,,0.015,287.3,0.52,2018,,,,8/9/2018,34933,872018510I
"SUNAPEE, LAKE",SUNAPEE,505,07-Aug-18,,I,7.04,,,,0.007,163,1.01,2018,,,,8/9/2018,34932,872018505I
"SUNAPEE, LAKE",SUNAPEE,800,07-Aug-18,,I,6.71,,,,0.049,66,1.55,2018,,,,8/9/2018,34930,872018800I
"SUNAPEE, LAKE",SUNAPEE,540,07-Aug-18,,I,5.69,,,,0.023,36.3,0.88,2018,,,,8/9/2018,34929,872018540I
"SUNAPEE, LAKE",SUNAPEE,1415,06-Aug-18,,I,6.88,,,,0.021,458,3.65,2018,,,,8/9/2018,34928,8620181415I
"SUNAPEE, LAKE",SUNAPEE,835,06-Aug-18,,I,7.11,,,,0.006,1103,0.45,2018,,,,8/9/2018,34927,862018835I
"SUNAPEE, LAKE",SUNAPEE,830,06-Aug-18,,I,6.4,,,,0.04,423,3.13,2018,,,,8/9/2018,34926,862018830I
"SUNAPEE, LAKE",SUNAPEE,515.1,06-Aug-18,,I,6.81,,,,0.004,965,0.53,2018,,,,8/9/2018,34922,862018515.1I
"SUNAPEE, LAKE",SUNAPEE,760,05-Aug-18,,I,6.59,,,,0.013,24.81,0.67,2018,,,,8/9/2018,34920,852018760I
"SUNAPEE, LAKE",SUNAPEE,750,05-Aug-18,,I,6.55,,,,0.008,68.8,0.71,2018,,,,8/9/2018,34918,852018750I
"SUNAPEE, LAKE",SUNAPEE,230,24-Jul-18,15.5,H,6.29,,,,0.006,99,0.94,2018,,,,7/26/2018,34913,7242018230H
"SUNAPEE, LAKE",SUNAPEE,230,24-Jul-18,10,M,5.87,,,,0.006,111.5,0.78,2018,,,,7/26/2018,34912,7242018230M
"SUNAPEE, LAKE",SUNAPEE,230,24-Jul-18,3,E,7.07,,6.4,,0.005,101.1,0.52,2018,,,,7/26/2018,34911,7242018230E
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,18.5,H,6.36,,,,0.006,100.4,0.93,2018,,,,7/26/2018,34910,7242018220H
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,9,M,6.77,,,,0.006,100.7,0.81,2018,,,,7/26/2018,34909,7242018220M
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,3,E,7.05,,6.2,,0.005,101.4,0.25,2018,,,,7/26/2018,34908,7242018220E
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,20.5,H,6.43,,,,0.005,103.3,0.95,2018,,,,7/26/2018,34903,7242018210H
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,9.5,M,6.84,,,,0.006,100.3,0.97,2018,,,,7/26/2018,34902,7242018210M
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,3,E,7.06,,6.2,,0.004,101.6,0.61,2018,,,,7/26/2018,34901,7242018210E
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,16,H,6.38,,,,0.006,102.2,1.19,2018,,,,7/26/2018,34900,7242018200H
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,10,M,6.72,,,,0.006,102,0.79,2018,,,,7/26/2018,34899,7242018200M
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,3.5,E,7.11,,6.2,,0.003,101.5,0.53,2018,,,,7/26/2018,34898,7242018200E
"SUNAPEE, LAKE",SUNAPEE,100.1,24-Jul-18,6.7,I,7.14,,,,0.01,102.6,0.54,2018,,,,7/26/2018,34896,7242018100.1I
"SUNAPEE, LAKE",SUNAPEE,60,24-Jul-18,3.7,I,7.12,,,,0.012,102.5,0.76,2018,,,,7/26/2018,34895,7242018060I
"SUNAPEE, LAKE",SUNAPEE,10,19-Jul-18,10.8,I,7.08,,,,0.007,120.4,0.73,2018,,,,7/26/2018,34888,7192018010I
"SUNAPEE, LAKE",SUNAPEE,110,17-Jul-18,7.3,I,6.99,,,,0.007,104.1,1.46,2018,,,,7/19/2018,34886,7172018110I
"SUNAPEE, LAKE",SUNAPEE,90,16-Jul-18,6.3,I,6.95,,,,0.008,104.9,1.29,2018,,,,7/19/2018,34885,7162018090I
"SUNAPEE, LAKE",SUNAPEE,80,16-Jul-18,1,I,6.88,,,,0.058,106.9,2.12,2018,,,,7/19/2018,34884,7162018080I
"SUNAPEE, LAKE",SUNAPEE,30,16-Jul-18,9,I,6.99,,,,0.02,105.5,1.41,2018,,,,7/19/2018,34879,7162018030I
"SUNAPEE, LAKE",SUNAPEE,70,15-Jul-18,6,I,6.84,,,,0.01,103,1.7,2018,,,,7/19/2018,34882,7152018070I
"SUNAPEE, LAKE",SUNAPEE,20,15-Jul-18,3.3,I,7.16,,,,0.013,101.4,0.6,2018,,,,7/19/2018,34877,7152018020I
"SUNAPEE, LAKE",SUNAPEE,680,11-Jul-18,,I,7.15,,,,0.007,249,0.75,2018,,,,7/12/2018,34876,7112018680I
"SUNAPEE, LAKE",SUNAPEE,670.5,11-Jul-18,,I,6.62,,,,0.032,176,3.69,2018,,,,7/12/2018,34875,7112018670.5I
"SUNAPEE, LAKE",SUNAPEE,515.1,10-Jul-18,,I,6.26,,,,0.005,1314,2.16,2018,,,,7/12/2018,34874,7102018515.1I
"SUNAPEE, LAKE",SUNAPEE,1410.5,10-Jul-18,,I,6.76,,,,0.021,21.95,1.15,2018,,,,7/12/2018,34873,71020181410.5I
"SUNAPEE, LAKE",SUNAPEE,510,10-Jul-18,,I,6.52,,,,0.007,604,0.8,2018,,,,7/12/2018,34872,7102018510I
"SUNAPEE, LAKE",SUNAPEE,505,10-Jul-18,,I,7.06,,,,0.007,152,0.7,2018,,,,7/12/2018,34870,7102018505I
"SUNAPEE, LAKE",SUNAPEE,835,10-Jul-18,,I,7.11,,,,0.007,1318,0.56,2018,,,,7/12/2018,34869,7102018835I
"SUNAPEE, LAKE",SUNAPEE,830,10-Jul-18,,I,6.53,,,,0.024,895,17,2018,,,,7/12/2018,34867,7102018830I
"SUNAPEE, LAKE",SUNAPEE,1115,09-Jul-18,,I,6.48,,,,0.009,53.2,2.94,2018,,,,7/12/2018,34866,7920181115I
"SUNAPEE, LAKE",SUNAPEE,800.8,09-Jul-18,,I,6.79,,,,0.012,70.8,2.71,2018,,,,7/12/2018,34865,792018800.8I
"SUNAPEE, LAKE",SUNAPEE,800.5,09-Jul-18,,I,6.61,,,,0.011,65,0.82,2018,,,,7/12/2018,34864,792018800.5I
"SUNAPEE, LAKE",SUNAPEE,790.4,09-Jul-18,,I,6.3,,,,0.024,40.9,3.52,2018,,,,7/12/2018,34861,792018790.4I
"SUNAPEE, LAKE",SUNAPEE,790.2,09-Jul-18,,I,6.68,,,,0.024,48.1,1.06,2018,,,,7/12/2018,34859,792018790.2I
"SUNAPEE, LAKE",SUNAPEE,670,09-Jul-18,,I,6.71,,,,0.013,218.7,1.33,2018,,,,7/12/2018,34858,792018670I
"SUNAPEE, LAKE",SUNAPEE,800,09-Jul-18,,I,6.8,,,,0.104,82.6,31.9,2018,,,,7/12/2018,34854,792018800I
"SUNAPEE, LAKE",SUNAPEE,760,08-Jul-18,,I,6.63,,,,0.009,27.75,0.7,2018,,,,7/12/2018,34852,782018760I
"SUNAPEE, LAKE",SUNAPEE,750,08-Jul-18,,I,6.4,,,,0.009,78.4,1.12,2018,,,,7/12/2018,34850,782018750I
"SUNAPEE, LAKE",SUNAPEE,640.1,03-Jul-18,,I,6.66,,,,0.127,140.5,2.65,2018,,,,7/12/2018,34848,732018640.1I
"SUNAPEE, LAKE",SUNAPEE,610,03-Jul-18,,I,7.04,,,,0.004,100.9,0.4,2018,,,,7/12/2018,34847,732018610I
"SUNAPEE, LAKE",SUNAPEE,575,03-Jul-18,,I,6.92,,,,0.025,451,1.43,2018,,,,7/12/2018,34845,732018575I
"SUNAPEE, LAKE",SUNAPEE,1415,01-Jul-18,,I,6.51,,,,0.035,349,2.89,2018,,,,7/12/2018,34843,7120181415I
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,3,E,6.99,,3.6,,0.005,103.4,1.36,2018,,,,6/25/2018,34827,6182018210E
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,13.5,H,6.51,,,,0.006,103.8,1.12,2018,,,,6/21/2018,34821,6182018200H
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,9,M,6.79,,,,0.006,102.5,0.68,2018,,,,6/21/2018,34820,6182018200M
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,3.5,E,7.1,,3.8,,0.004,103.3,0.98,2018,,,,6/25/2018,34819,6182018200E
"SUNAPEE, LAKE",SUNAPEE,60,18-Jun-18,6,I,7.03,,,,0.018,107.7,1.7,2018,,,,6/21/2018,34818,6182018060I
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,15.5,H,6.55,,,,0.007,99.7,1.67,2018,,,,6/21/2018,34836,6182018230H
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,8.5,M,6.76,,,,0.006,100.7,0.95,2018,,,,6/21/2018,34834,6182018230M
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,3.5,E,6.96,,5.9,,0.005,98.4,0.49,2018,,,,6/25/2018,34833,6182018230E
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,16.5,H,6.52,,,,0.006,100.5,1.13,2018,,,,6/21/2018,34832,6182018220H
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,8,M,6.77,,,,0.006,101.1,0.81,2018,,,,6/21/2018,34831,6182018220M
