station,parameter,first_sample,last_sample,n_obs,site_type,sub_site_type
675.3,cond_uScm,1993-07-21,1993-08-25,6,stream,
675.3,TP_mgl,1993-07-21,1993-08-25,6,stream,
675.3,turb_NTU,1993-07-21,1993-08-25,6,stream,
675.5,conc_H_molpl,1993-07-21,1993-08-25,6,stream,
675.5,cond_uScm,1993-07-21,1993-08-25,6,stream,
675.5,TP_mgl,1993-07-28,1993-08-25,5,stream,
675.5,turb_NTU,1993-07-21,1993-08-25,6,stream,
675.6,cl_mgl,2020-05-27,2020-05-27,1,stream,
675.6,conc_H_molpl,2020-05-27,2020-05-27,1,stream,
675.6,cond_uScm,2020-05-27,2020-05-27,1,stream,
675.6,TP_mgl,2020-05-27,2020-05-27,1,stream,
675.6,turb_NTU,2020-05-27,2020-05-27,1,stream,
680,cl_mgl,2020-05-27,2020-09-29,4,stream,
680,conc_H_molpl,1993-04-27,2020-09-29,207,stream,
680,cond_uScm,1993-04-27,2020-09-29,230,stream,
680,TP_mgl,1993-04-27,2020-09-29,231,stream,
680,turb_NTU,1993-05-30,2020-09-29,228,stream,
680.1,conc_H_molpl,1993-07-21,1999-09-30,16,stream,
680.1,cond_uScm,1993-07-21,1999-09-30,17,stream,
680.1,TP_mgl,1993-07-21,1999-09-30,17,stream,
680.1,turb_NTU,1993-07-21,1999-09-30,17,stream,
680.25,conc_H_molpl,1996-11-25,1996-11-25,1,stream,
680.25,cond_uScm,1996-11-25,1996-11-25,1,stream,
680.25,TP_mgl,1996-11-25,1996-11-25,1,stream,
680.25,turb_NTU,1996-11-25,1996-11-25,1,stream,
680.26,conc_H_molpl,1995-06-12,1999-07-19,6,stream,
680.26,cond_uScm,1995-06-12,1999-07-19,7,stream,
680.26,TP_mgl,1995-06-21,1999-07-19,5,stream,
680.26,turb_NTU,1995-06-12,1999-07-19,7,stream,
680.28,conc_H_molpl,1995-06-12,1995-06-12,1,stream,
680.28,cond_uScm,1995-06-12,1995-06-12,1,stream,
680.28,turb_NTU,1995-06-12,1995-06-12,1,stream,
680.29,conc_H_molpl,1995-06-21,1995-08-01,3,stream,
680.29,cond_uScm,1995-06-21,1995-08-15,4,stream,
680.29,TP_mgl,1995-06-21,1995-08-01,3,stream,
680.29,turb_NTU,1995-06-21,1995-08-15,4,stream,
680.3,conc_H_molpl,1993-07-21,2003-04-21,22,stream,
680.3,cond_uScm,1993-07-21,2003-04-21,26,stream,
680.3,TP_mgl,1993-07-21,2003-04-21,24,stream,
680.3,turb_NTU,1993-07-21,2003-04-21,26,stream,
680.32,conc_H_molpl,1995-06-21,1995-08-01,3,stream,
680.32,cond_uScm,1995-06-21,1995-08-15,4,stream,
680.32,TP_mgl,1995-06-21,1995-08-15,4,stream,
680.32,turb_NTU,1995-06-21,1995-08-15,4,stream,
680.35,conc_H_molpl,1996-03-29,1999-07-19,7,stream,
680.35,cond_uScm,1996-03-29,1999-07-19,8,stream,
680.35,TP_mgl,1996-03-29,1999-07-19,7,stream,
680.35,turb_NTU,1996-03-29,1999-07-19,8,stream,
680.38,conc_H_molpl,1995-06-15,2000-03-28,11,stream,
680.38,cond_uScm,1995-06-15,2000-03-28,13,stream,
680.38,TP_mgl,1995-06-15,2000-03-28,12,stream,
680.38,turb_NTU,1995-06-15,2000-03-28,13,stream,
680.4,conc_H_molpl,1994-04-07,1994-04-07,1,stream,
680.4,cond_uScm,1994-04-07,1994-04-07,1,stream,
680.4,TP_mgl,1994-04-07,1994-04-07,1,stream,
680.4,turb_NTU,1994-04-07,1994-04-07,1,stream,
680.41,conc_H_molpl,1995-06-15,1995-06-15,2,stream,
680.41,cond_uScm,1995-06-15,1995-06-15,2,stream,
680.41,TP_mgl,1995-06-15,1995-06-15,1,stream,
680.41,turb_NTU,1995-06-15,1995-06-15,2,stream,
680.42,conc_H_molpl,1995-06-15,1995-08-01,4,stream,
680.42,cond_uScm,1995-06-15,1995-08-15,5,stream,
680.42,TP_mgl,1995-06-21,1995-08-01,3,stream,
680.42,turb_NTU,1995-06-15,1995-08-15,5,stream,
680.5,conc_H_molpl,1993-07-21,1995-08-01,10,stream,
680.5,cond_uScm,1993-07-21,1995-08-15,11,stream,
680.5,TP_mgl,1993-07-21,1995-08-01,10,stream,
680.5,turb_NTU,1993-07-21,1995-08-15,11,stream,
680.52,conc_H_molpl,1995-06-12,1995-08-01,4,stream,
680.52,cond_uScm,1995-06-12,1995-08-15,5,stream,
680.52,TP_mgl,1995-06-21,1995-08-01,3,stream,
680.52,turb_NTU,1995-06-12,1995-08-15,5,stream,
680.54,conc_H_molpl,1995-06-12,1999-07-19,9,stream,
680.54,cond_uScm,1995-06-12,1999-07-19,10,stream,
680.54,TP_mgl,1995-06-21,1999-07-19,8,stream,
680.54,turb_NTU,1995-06-12,1999-07-19,10,stream,
680.7,conc_H_molpl,1993-07-21,2003-04-21,31,stream,
680.7,cond_uScm,1993-07-21,2003-04-21,36,stream,
680.7,TP_mgl,1993-07-21,2003-04-21,36,stream,
680.7,turb_NTU,1993-07-21,2003-04-21,36,stream,
70,alk_mglCaCO3,1993-05-16,2000-10-01,35,lake,cove
70,chla_ugl,1986-07-03,2020-09-16,137,lake,cove
70,cl_mgl,2020-06-17,2020-06-17,1,lake,cove
70,conc_H_molpl,1986-07-03,2020-09-16,148,lake,cove
70,cond_uScm,1986-07-03,2020-09-16,147,lake,cove
70,secchidepth_m,1986-07-03,2020-09-16,137,lake,cove
70,TP_mgl,1986-07-03,2020-09-16,139,lake,cove
70,turb_NTU,1993-05-16,2020-09-16,125,lake,cove
700.1,conc_H_molpl,2004-07-13,2004-07-13,1,stream,
700.1,cond_uScm,2004-07-13,2004-07-13,1,stream,
700.1,TP_mgl,2004-07-13,2004-07-13,1,stream,
700.1,turb_NTU,2004-07-13,2004-07-13,1,stream,
710,conc_H_molpl,1994-04-06,2000-08-08,43,stream,
710,cond_uScm,1994-04-06,2000-08-08,43,stream,
710,TP_mgl,1994-04-06,2000-08-08,43,stream,
710,turb_NTU,1994-04-06,2000-08-08,43,stream,
715,cl_mgl,2020-05-26,2020-05-26,1,stream,
715,conc_H_molpl,1994-06-29,2020-05-26,68,stream,
715,cond_uScm,1993-03-30,2020-05-26,71,stream,
715,TP_mgl,1993-03-30,2020-05-26,69,stream,
715,turb_NTU,1993-03-30,2020-05-26,71,stream,
720,conc_H_molpl,1989-03-16,2000-08-29,80,stream,
720,cond_uScm,1989-05-24,2003-10-07,107,stream,
720,TP_mgl,1989-03-16,2003-10-07,100,stream,
720,turb_NTU,1993-03-30,2003-10-07,88,stream,
720.1,cl_mgl,2020-05-26,2020-08-25,4,stream,
720.1,conc_H_molpl,2004-05-12,2020-08-25,66,stream,
720.1,cond_uScm,1996-10-12,2020-08-25,67,stream,
720.1,TP_mgl,1996-10-12,2020-08-25,67,stream,
720.1,turb_NTU,1996-10-12,2020-08-25,66,stream,
720.5,conc_H_molpl,1998-08-10,1999-06-09,3,stream,
720.5,cond_uScm,1998-08-10,1999-06-09,3,stream,
720.5,TP_mgl,1998-08-10,1999-06-09,3,stream,
720.5,turb_NTU,1998-08-10,1999-06-09,3,stream,
728,conc_H_molpl,1999-03-22,1999-03-22,1,stream,
728,cond_uScm,1999-03-22,1999-03-22,1,stream,
728,TP_mgl,1999-03-22,1999-03-22,1,stream,
728,turb_NTU,1999-03-22,1999-03-22,1,stream,
729,conc_H_molpl,1998-02-25,1999-03-22,2,stream,
729,cond_uScm,1998-02-25,1999-03-22,2,stream,
729,TP_mgl,1998-02-25,1999-03-22,2,stream,
729,turb_NTU,1998-02-25,1999-03-22,2,stream,
730,conc_H_molpl,1994-04-06,2000-08-29,63,stream,
730,cond_uScm,1994-04-06,2000-08-29,63,stream,
730,TP_mgl,1994-04-06,2000-08-29,61,stream,
730,turb_NTU,1994-04-06,2000-08-29,63,stream,
731,conc_H_molpl,1998-03-17,1998-04-15,4,stream,
731,cond_uScm,1998-03-17,1998-08-10,5,stream,
731,TP_mgl,1998-03-17,1998-08-10,5,stream,
731,turb_NTU,1998-03-17,1998-08-10,5,stream,
740,conc_H_molpl,1986-07-03,2004-05-11,117,stream,
740,cond_uScm,1986-07-03,2004-05-11,124,stream,
740,TP_mgl,1986-07-03,2004-05-11,123,stream,
740,turb_NTU,1992-06-30,2003-05-14,93,stream,
750,cl_mgl,2020-05-27,2020-07-27,3,stream,
750,conc_H_molpl,2004-06-09,2020-07-27,78,stream,
750,cond_uScm,2004-06-09,2020-07-27,78,stream,
750,TP_mgl,2004-06-09,2020-07-27,79,stream,
750,turb_NTU,2004-06-09,2020-07-27,78,stream,
760,cl_mgl,2020-03-16,2020-10-06,8,stream,
760,conc_H_molpl,1992-06-30,2020-10-06,178,stream,
760,cond_uScm,1992-06-30,2020-10-06,190,stream,
760,TP_mgl,1992-06-30,2020-10-06,188,stream,
760,turb_NTU,1992-06-30,2020-08-26,182,stream,
788,cl_mgl,2020-03-16,2020-08-26,5,stream,
788,conc_H_molpl,1993-04-27,2020-08-26,134,stream,
788,cond_uScm,1993-04-27,2020-08-26,146,stream,
788,TP_mgl,1993-04-27,2020-08-26,150,stream,
788,turb_NTU,1994-04-06,2020-08-26,142,stream,
790,alk_mglCaCO3,1993-04-27,1993-04-27,1,stream,
790,cl_mgl,2020-03-16,2020-08-26,4,stream,
790,conc_H_molpl,1986-07-03,2020-08-26,188,stream,
790,cond_uScm,1986-07-03,2020-08-26,206,stream,
790,TP_mgl,1986-07-03,2020-08-26,218,stream,
790,turb_NTU,1993-03-26,2020-08-26,170,stream,
790.1,conc_H_molpl,1993-04-27,1994-05-03,12,stream,
790.1,cond_uScm,1993-03-30,1994-05-03,13,stream,
790.1,TP_mgl,1993-03-30,1994-05-03,14,stream,
790.1,turb_NTU,1993-03-30,1994-05-03,12,stream,
790.2,cl_mgl,2020-05-27,2020-08-25,4,stream,
790.2,conc_H_molpl,1999-09-30,2020-08-25,116,stream,
790.2,cond_uScm,1999-09-30,2020-08-25,131,stream,
790.2,TP_mgl,1999-09-30,2020-08-25,129,stream,
790.2,turb_NTU,1999-09-30,2020-08-25,130,stream,
790.4,cl_mgl,2020-05-27,2020-08-25,4,stream,
790.4,conc_H_molpl,1999-09-30,2020-08-25,122,stream,
790.4,cond_uScm,1999-09-30,2020-08-25,139,stream,
790.4,TP_mgl,1999-09-30,2020-08-25,137,stream,
790.4,turb_NTU,1999-09-30,2020-08-25,138,stream,
790.7,conc_H_molpl,1999-10-20,2000-10-10,12,stream,
790.7,cond_uScm,1999-10-20,2001-07-10,14,stream,
790.7,TP_mgl,1999-10-20,2001-07-10,14,stream,
790.7,turb_NTU,1999-10-20,2001-07-10,14,stream,
791,conc_H_molpl,1995-05-17,1995-11-17,2,stream,
791,cond_uScm,1995-05-17,1995-11-17,2,stream,
791,TP_mgl,1995-05-17,1995-11-17,2,stream,
791,turb_NTU,1995-05-17,1995-11-17,2,stream,
792,conc_H_molpl,1995-06-20,1999-04-05,6,stream,
792,cond_uScm,1995-06-20,1999-04-05,6,stream,
792,TP_mgl,1995-06-20,1999-04-05,6,stream,
792,turb_NTU,1995-06-20,1999-04-05,5,stream,
794,conc_H_molpl,1999-03-18,1999-04-05,4,stream,
794,cond_uScm,1999-03-18,1999-04-05,4,stream,
794,TP_mgl,1999-03-18,1999-04-05,4,stream,
794,turb_NTU,1999-03-18,1999-04-05,4,stream,
80,alk_mglCaCO3,1993-05-25,2000-10-01,44,lake,cove
80,chla_ugl,1993-05-25,2020-08-10,124,lake,cove
80,cl_mgl,2020-06-15,2020-06-15,1,lake,cove
80,conc_H_molpl,1993-05-25,2020-08-10,124,lake,cove
80,cond_uScm,1993-05-25,2020-08-10,125,lake,cove
80,secchidepth_m,1993-05-25,2020-08-10,124,lake,cove
80,TP_mgl,1993-05-25,2020-08-10,126,lake,cove
80,turb_NTU,1993-05-25,2020-08-10,124,lake,cove
800,alk_mglCaCO3,1993-04-27,1993-05-16,2,stream,
800,cl_mgl,2020-03-16,2020-08-23,7,stream,
800,conc_H_molpl,1988-09-07,2020-08-23,228,stream,
800,cond_uScm,1988-09-07,2020-08-23,249,stream,
800,TP_mgl,1988-09-07,2020-08-23,258,stream,
800,turb_NTU,1993-05-16,2020-08-23,224,stream,
800.1,conc_H_molpl,1994-08-10,1994-08-10,1,stream,
800.1,cond_uScm,1994-08-10,1994-08-10,1,stream,
800.1,TP_mgl,1994-08-10,1994-08-10,1,stream,
800.1,turb_NTU,1994-08-10,1994-08-10,1,stream,
800.3,conc_H_molpl,1993-10-24,1994-04-07,2,stream,
800.3,cond_uScm,1993-10-24,1994-04-07,2,stream,
800.3,TP_mgl,1993-10-24,1994-04-07,2,stream,
800.3,turb_NTU,1993-10-24,1994-04-07,2,stream,
800.5,cl_mgl,2020-05-27,2020-09-29,5,stream,
800.5,conc_H_molpl,2000-02-29,2020-09-29,114,stream,
800.5,cond_uScm,2000-02-29,2020-09-29,129,stream,
800.5,TP_mgl,2000-02-29,2020-09-29,129,stream,
800.5,turb_NTU,2000-02-29,2020-09-29,128,stream,
800.6,conc_H_molpl,1999-10-20,1999-10-20,1,stream,
800.6,cond_uScm,1999-10-20,1999-10-20,1,stream,
800.6,TP_mgl,1999-10-20,1999-10-20,1,stream,
800.6,turb_NTU,1999-10-20,1999-10-20,1,stream,
800.8,cl_mgl,2020-05-27,2020-08-25,4,stream,
800.8,conc_H_molpl,1999-10-20,2020-08-25,107,stream,
800.8,cond_uScm,1999-10-20,2020-08-25,122,stream,
800.8,TP_mgl,1999-10-20,2020-08-25,122,stream,
800.8,turb_NTU,1999-10-20,2020-08-25,121,stream,
805,alk_mglCaCO3,1993-04-27,1993-05-30,3,stream,
805,cl_mgl,2020-03-16,2020-07-26,5,stream,
805,conc_H_molpl,1986-07-03,2020-07-26,214,stream,
805,cond_uScm,1986-07-03,2020-07-26,235,stream,
805,TP_mgl,1986-07-03,2020-07-26,254,stream,
805,turb_NTU,1993-05-16,2020-07-26,197,stream,
805.1,conc_H_molpl,1994-08-10,2005-09-12,2,stream,
805.1,cond_uScm,1994-08-10,2005-09-12,2,stream,
805.1,TP_mgl,1994-08-10,2005-09-12,2,stream,
805.1,turb_NTU,1994-08-10,2005-09-12,2,stream,
805.2,conc_H_molpl,1994-05-10,1994-05-10,1,stream,
805.2,cond_uScm,1994-05-10,1994-05-10,1,stream,
805.2,TP_mgl,1994-05-10,1994-05-10,1,stream,
805.2,turb_NTU,1994-05-10,1994-05-10,1,stream,
805.3,conc_H_molpl,1993-10-24,1993-10-24,1,stream,
805.3,cond_uScm,1993-10-24,1993-10-24,1,stream,
805.3,TP_mgl,1993-10-24,1993-10-24,1,stream,
805.3,turb_NTU,1993-10-24,1993-10-24,1,stream,
806,conc_H_molpl,1995-03-22,1998-04-08,4,stream,
806,cond_uScm,1995-03-22,1998-04-08,4,stream,
806,TP_mgl,1995-03-22,1998-04-08,4,stream,
806,turb_NTU,1995-03-22,1998-04-08,4,stream,
830,alk_mglCaCO3,1993-04-27,1993-04-27,1,stream,
830,cl_mgl,2020-03-16,2020-09-28,8,stream,
830,conc_H_molpl,1989-03-16,2020-09-28,227,stream,
830,cond_uScm,1989-03-16,2020-09-28,257,stream,
830,TP_mgl,1989-03-16,2020-09-28,266,stream,
830,turb_NTU,1993-03-30,2020-09-28,230,stream,
830.1,conc_H_molpl,2000-08-01,2000-08-01,1,stream,
830.1,cond_uScm,2000-08-01,2000-09-15,2,stream,
830.1,TP_mgl,2000-08-01,2000-09-15,2,stream,
830.1,turb_NTU,2000-08-01,2000-09-15,2,stream,
830.15,cl_mgl,2020-06-30,2020-10-05,2,stream,
830.15,conc_H_molpl,2001-06-13,2020-10-05,72,stream,
830.15,cond_uScm,2001-06-11,2020-10-05,75,stream,
830.15,TP_mgl,2001-06-11,2020-10-05,75,stream,
830.15,turb_NTU,2001-06-11,2020-06-30,73,stream,
830.2,conc_H_molpl,1996-04-14,2016-06-07,58,stream,
830.2,cond_uScm,1996-04-14,2016-06-07,64,stream,
830.2,TP_mgl,1996-04-14,2016-06-07,64,stream,
830.2,turb_NTU,1996-04-14,2016-06-07,63,stream,
830.3,conc_H_molpl,1993-07-07,1999-03-25,13,stream,
830.3,cond_uScm,1993-07-07,1999-03-25,14,stream,
830.3,TP_mgl,1993-07-07,1999-03-25,13,stream,
830.3,turb_NTU,1993-07-07,1999-03-25,14,stream,
830.7,conc_H_molpl,1993-08-18,2001-10-01,8,stream,
830.7,cond_uScm,1993-08-18,2001-10-01,8,stream,
830.7,TP_mgl,1993-08-18,2001-10-01,7,stream,
830.7,turb_NTU,1993-08-18,2001-10-01,8,stream,
835,cl_mgl,2020-03-16,2020-07-28,6,stream,
835,conc_H_molpl,1986-07-03,2020-07-28,214,stream,
835,cond_uScm,1986-07-03,2020-07-28,240,stream,
835,TP_mgl,1986-07-03,2020-07-28,248,stream,
835,turb_NTU,1993-03-30,2020-07-28,204,stream,
835.1,cond_uScm,1997-04-18,1997-04-18,1,stream,
835.1,TP_mgl,1997-04-18,1997-04-18,1,stream,
835.1,turb_NTU,1997-04-18,1997-04-18,1,stream,
835.15,conc_H_molpl,2004-07-12,2004-08-02,2,stream,
835.15,cond_uScm,2004-07-12,2004-08-02,2,stream,
835.15,TP_mgl,2004-07-12,2004-08-02,2,stream,
835.15,turb_NTU,2004-07-12,2004-08-02,2,stream,
835.2,conc_H_molpl,1993-07-28,2004-08-02,11,stream,
835.2,cond_uScm,1993-07-28,2004-08-02,11,stream,
835.2,TP_mgl,1993-07-28,2004-08-02,10,stream,
835.2,turb_NTU,1993-07-28,2004-08-02,11,stream,
835.3,cond_uScm,1993-08-04,1993-08-04,1,stream,
835.3,TP_mgl,1993-08-04,1993-08-04,1,stream,
835.3,turb_NTU,1993-08-04,1993-08-04,1,stream,
835.4,conc_H_molpl,1993-07-07,1993-09-22,10,stream,
835.4,cond_uScm,1993-07-07,1993-10-03,11,stream,
835.4,TP_mgl,1993-07-07,1993-10-03,10,stream,
835.4,turb_NTU,1993-07-07,1993-10-03,11,stream,
90,alk_mglCaCO3,1993-05-25,2000-10-01,45,lake,cove
90,chla_ugl,1986-07-03,2020-09-15,184,lake,cove
90,cl_mgl,2020-06-15,2020-09-15,2,lake,cove
90,conc_H_molpl,1986-07-03,2020-09-15,152,lake,cove
90,cond_uScm,1986-07-03,2020-09-15,150,lake,cove
90,secchidepth_m,1986-07-03,2020-09-15,184,lake,cove
90,TP_mgl,1986-07-03,2020-09-15,152,lake,cove
90,turb_NTU,1993-05-25,2020-09-15,126,lake,cove
