"DateTime","Depth","Secchi_m","extc_coef"
2015-08-31,1,1.4,0.823529411764706
2015-08-31,1,1.4,0.823529411764706
2015-10-05,1,1.6,0.941176470588235
2015-10-05,1,1.6,0.941176470588235
2015-12-07,1,1.5,0.882352941176471
2016-01-11,1,2.11,1.24117647058824
2016-02-05,1,2.6,1.52941176470588
2016-03-23,1,2.45,1.44117647058824
2016-03-28,1,2.5,1.47058823529412
2016-03-30,1,3,1.76470588235294
2016-04-11,1,2.43,1.42941176470588
2016-04-18,1,3.12,1.83529411764706
2016-04-25,1,3.04,1.78823529411765
2016-05-02,1,2.96,1.74117647058824
2016-05-09,1,1.92,1.12941176470588
2016-05-12,1,2.13,1.25294117647059
2016-05-16,1,3.2,1.88235294117647
2016-05-19,1,3.1,1.82352941176471
2016-05-23,1,3.4,2
2016-05-26,1,2.94,1.72941176470588
2016-05-30,1,2.48,1.45882352941176
2016-05-31,1,2.45,1.44117647058824
2016-06-02,1,2.2,1.29411764705882
2016-06-06,1,1.72,1.01176470588235
2016-06-13,1,2.3,1.35294117647059
2016-06-20,1,2.23,1.31176470588235
2016-06-27,1,2.03,1.19411764705882
2016-06-28,1,2.26,1.32941176470588
2016-06-30,1,2.03,1.19411764705882
2016-07-05,1,2.32,1.36470588235294
2016-07-11,1,2.69,1.58235294117647
2016-07-18,1,2.23,1.31176470588235
2016-07-25,1,2.67,1.57058823529412
2016-07-27,1,2.46,1.44705882352941
2016-07-28,1,2.64,1.55294117647059
2016-08-01,1,2.72,1.6
2016-08-08,1,3.14,1.84705882352941
2016-08-15,1,3.3,1.94117647058824
2016-08-26,1,2.14,1.25882352941176
2016-09-02,1,1.67,0.982352941176471
2016-09-09,1,2.1,1.23529411764706
2016-09-20,1,2.08,1.22352941176471
2016-09-30,1,1.5,0.882352941176471
2016-10-07,1,1.45,0.852941176470588
2016-10-14,1,1.68,0.988235294117647
2017-02-06,1,1.35,0.794117647058824
2017-02-27,1,1.39,0.817647058823529
2017-03-27,1,1.25,0.735294117647059
2017-04-10,1,1.4,0.823529411764706
2017-04-17,1,1.71,1.00588235294118
2017-04-24,1,2,1.17647058823529
2017-05-08,1,1.01,0.594117647058824
2017-05-29,1,1.3,0.764705882352941
2017-05-29,1,1.65,0.970588235294118
2017-05-29,1,1.43,0.841176470588235
2017-05-30,1,1.45,0.852941176470588
2017-06-01,1,1.98,1.16470588235294
2017-06-05,1,2.84,1.67058823529412
2017-06-08,1,2.18,1.28235294117647
2017-06-12,1,3.15,1.85294117647059
2017-06-19,1,2.29,1.34705882352941
2017-06-26,1,2.58,1.51764705882353
2017-07-10,1,1.79,1.05294117647059
2017-07-13,1,1.29,0.758823529411765
2017-07-17,1,1.41,0.829411764705882
2017-07-24,1,1.08,0.635294117647059
2017-08-07,1,2.55,1.5
2017-08-14,1,2.47,1.45294117647059
2017-08-21,1,2.94,1.72941176470588
2017-08-28,1,2.36,1.38823529411765
2017-09-04,1,1.87,1.1
2017-09-11,1,1.88,1.10588235294118
2017-09-25,1,2.5,1.47058823529412
2017-10-23,1,2.2,1.29411764705882
2017-11-06,1,2.5,1.47058823529412
2018-01-15,1,2.5,1.47058823529412
2018-02-19,1,1.61,0.947058823529412
2018-03-19,1,1.5,0.882352941176471
2018-04-04,1,1.53,0.9
2018-04-10,1,1.95,1.14705882352941
2018-04-23,1,2.81,1.65294117647059
2018-04-30,1,2.8,1.64705882352941
2018-05-07,1,3.14,1.84705882352941
2018-05-14,1,3.68,2.16470588235294
2018-05-21,1,1.3,0.764705882352941
2018-05-28,1,1.58,0.929411764705882
2018-06-04,1,2.62,1.54117647058824
2018-06-11,1,2.04,1.2
2018-06-18,1,2.65,1.55882352941176
2018-06-25,1,1.84,1.08235294117647
2018-07-02,1,2.37,1.39411764705882
2018-07-09,1,2.07,1.21764705882353
2018-07-23,1,1.54,0.905882352941176
2018-07-30,1,1.13,0.664705882352941
2018-08-06,1,1.86,1.09411764705882
2018-08-27,1,1.86,1.09411764705882
2018-09-03,1,1.58,0.929411764705882
2018-09-10,1,1.66,0.976470588235294
2018-09-17,1,1.2,0.705882352941177
2018-09-24,1,3.39,1.99411764705882
2018-10-01,1,2.22,1.30588235294118
2018-10-08,1,2.34,1.37647058823529
2018-10-15,1,1.28,0.752941176470588
2018-10-21,1,1.5,0.882352941176471
2018-10-22,1,1.68,0.988235294117647
2018-10-29,1,1.92,1.12941176470588
2019-01-21,1,2.1,1.23529411764706
2019-02-08,1,2.14,1.25882352941176
2019-03-18,1,2,1.17647058823529
2019-04-01,1,1.9,1.11764705882353
2019-04-29,1,2.14,1.25882352941176
2019-05-06,1,2.36,1.38823529411765
2019-05-13,1,2.35,1.38235294117647
2019-05-20,1,2.78,1.63529411764706
2019-05-27,1,3.39,1.99411764705882
2019-05-30,1,2.4,1.41176470588235
2019-06-09,1,2.13,1.25294117647059
2019-06-12,1,2,1.17647058823529
2019-06-17,1,1.47,0.864705882352941
2019-06-20,1,1.65,0.970588235294118
2019-06-24,1,1.55,0.911764705882353
2019-06-27,1,1.44,0.847058823529412
2019-06-30,1,1.5,0.882352941176471
2019-07-07,1,1.5,0.882352941176471
2019-07-15,1,1.34,0.788235294117647
2019-07-25,1,0.97,0.570588235294118
2019-07-26,1,1.1,0.647058823529412
2019-07-29,1,0.9,0.529411764705882
2019-08-01,1,1,0.588235294117647
2019-08-08,1,1.18,0.694117647058824
2019-08-14,1,1.3,0.764705882352941
2019-08-19,1,1,0.588235294117647
2019-08-28,1,0.9,0.529411764705882
2019-09-20,1,1.2,0.705882352941177
2019-10-11,1,0.7,0.411764705882353
2019-10-16,1,0.75,0.441176470588235
2019-10-25,1,0.9,0.529411764705882
2019-10-28,1,0.7,0.411764705882353
2019-10-30,1,0.5,0.294117647058824
2019-11-04,1,1.1,0.647058823529412
2019-11-07,1,0.94,0.552941176470588
2019-11-20,1,1.1,0.647058823529412
2019-12-06,1,1.14,0.670588235294118
2020-02-29,1,1.8,1.05882352941176
2020-03-16,1,1.25,0.735294117647059
2020-03-16,1,1.25,0.735294117647059
2020-03-24,1,1.75,1.02941176470588
2020-04-04,1,1.4,0.823529411764706
2020-04-10,1,1.5,0.882352941176471
2020-04-13,1,0.6,0.352941176470588
2020-04-20,1,1.25,0.735294117647059
2020-04-27,1,1.6,0.941176470588235
2020-05-04,1,2.1,1.23529411764706
2020-05-11,1,2,1.17647058823529
2020-05-18,1,2.5,1.47058823529412
2020-05-25,1,1.2,0.705882352941177
2020-06-03,1,1.7,1
2020-06-08,1,1.5,0.882352941176471
2020-06-12,1,2.6,1.52941176470588
2020-06-22,1,1.24,0.729411764705882
2020-06-29,1,2.3,1.35294117647059
2020-07-06,1,2.25,1.32352941176471
2020-07-13,1,1.8,1.05882352941176
2020-07-20,1,1.5,0.882352941176471
2020-07-27,1,0.75,0.441176470588235
2020-08-03,1,0.5,0.294117647058824
2020-08-10,1,1,0.588235294117647
2020-08-17,1,0.75,0.441176470588235
2020-08-24,1,1.5,0.882352941176471
2020-09-02,1,1,0.588235294117647
2020-09-11,1,0.5,0.294117647058824
2020-09-15,1,0.5,0.294117647058824
2020-09-19,1,0.5,0.294117647058824
2020-09-21,1,0.5,0.294117647058824
2020-09-30,1,0.5,0.294117647058824
2020-10-06,1,0.6,0.352941176470588
2020-10-13,1,0.5,0.294117647058824
2020-10-19,1,0.75,0.441176470588235
2020-10-28,1,1.2,0.705882352941177
2020-11-02,1,0.75,0.441176470588235
2020-11-04,1,0.75,0.441176470588235
2020-11-09,1,1.1,0.647058823529412
2020-11-24,1,0.75,0.441176470588235
2020-12-02,1,1.75,1.02941176470588
2021-02-08,1,1.4,0.823529411764706
2021-02-26,1,1.5,0.882352941176471
2021-03-22,1,1.75,1.02941176470588
2021-04-16,1,1.5,0.882352941176471
2021-04-18,1,1.45,0.852941176470588
2021-05-24,1,1.25,0.735294117647059
2021-05-31,1,0.6,0.352941176470588
2021-06-07,1,0.3,0.176470588235294
2021-06-15,1,0.5,0.294117647058824
2021-06-21,1,0.25,0.147058823529412
2021-06-28,1,0.6,0.352941176470588
2021-07-07,1,1.75,1.02941176470588
2021-07-12,1,2.25,1.32352941176471
2021-07-21,1,1.3,0.764705882352941
2021-07-26,1,2.05,1.20588235294118
2021-08-02,1,1.9,1.11764705882353
2021-08-09,1,1.8,1.05882352941176
2021-08-23,1,1.75,1.02941176470588
2021-08-31,1,1.9,1.11764705882353
2021-09-06,1,2.2,1.29411764705882
2021-09-14,1,3,1.76470588235294
2021-09-21,1,2,1.17647058823529
2021-09-27,1,1.9,1.11764705882353
2021-10-04,1,1.8,1.05882352941176
2021-10-11,1,1.5,0.882352941176471
2021-10-18,1,1.5,0.882352941176471
2021-10-25,1,1.4,0.823529411764706
2021-11-03,1,1.25,0.735294117647059
2021-11-08,1,1.3,0.764705882352941
2021-11-22,1,2.3,1.35294117647059
2021-12-06,1,1.75,1.02941176470588
