Date,Time,Site,Unit ID,°C,DO %,DO mg/L,DEP m
5/8/2019,9:13:26,200,PRODSS,8.2,101.5,11.96,0.587
5/8/2019,9:18:30,200,PRODSS,8.1,101.4,11.98,1.029
5/8/2019,9:21:21,200,PRODSS,8,101.1,11.96,2.003
5/8/2019,9:22:49,200,PRODSS,7.9,101,11.99,2.994
5/8/2019,9:24:42,200,PRODSS,7.5,100.2,12.02,4.005
5/8/2019,9:26:12,200,PRODSS,6.8,98.5,12.01,5.084
5/8/2019,9:26:53,200,PRODSS,6.7,98.2,12,6.134
5/8/2019,9:27:25,200,PRODSS,6.6,97.9,12,7.045
5/8/2019,9:28:10,200,PRODSS,6.5,97.5,11.97,8.003
5/8/2019,9:28:49,200,PRODSS,6.4,96.5,11.91,9.136
5/8/2019,9:29:31,200,PRODSS,6.3,96.1,11.86,10.017
5/8/2019,9:30:58,200,PRODSS,6.3,96.2,11.87,10.14
5/8/2019,9:32:04,200,PRODSS,6.3,96.1,11.85,11.019
5/8/2019,9:33:12,200,PRODSS,6.2,95.4,11.8,12.058
5/8/2019,9:34:22,200,PRODSS,6.2,94.8,11.73,13.067
5/8/2019,10:59:32,210,PRODSS,8.4,101.5,11.92,0.102
5/8/2019,11:01:45,210,PRODSS,8.4,101.5,11.92,0.524
5/8/2019,11:03:08,210,PRODSS,8.4,101.5,11.91,1.114
5/8/2019,11:05:16,210,PRODSS,8.3,101.4,11.91,2.122
5/8/2019,11:06:27,210,PRODSS,8.3,101.2,11.91,3.183
5/8/2019,11:07:27,210,PRODSS,8.3,101.2,11.91,4.09
5/8/2019,11:08:27,210,PRODSS,8.2,101,11.91,5.072
5/8/2019,11:09:27,210,PRODSS,8,100.7,11.93,6.019
5/8/2019,11:10:27,210,PRODSS,7.6,100.3,12,6.967
5/8/2019,11:11:23,210,PRODSS,6.8,98.2,11.99,8.126
5/8/2019,11:12:21,210,PRODSS,6.4,97,11.94,9.217
5/8/2019,11:13:17,210,PRODSS,6.3,96.5,11.92,10.194
5/8/2019,11:15:16,210,PRODSS,6.2,95.8,11.87,12.004
5/8/2019,11:16:12,210,PRODSS,6.2,95.6,11.84,12.902
5/8/2019,11:17:09,210,PRODSS,6.2,95.5,11.83,14.101
6/17/2019,8:51:18,200,PRODSS,17.4,99.4,9.52,0.486
6/17/2019,9:02:40,200,PRODSS,10,86.2,9.74,12.179
6/17/2019,9:03:12,200,PRODSS,9.8,85.5,9.69,13.168
6/17/2019,9:03:42,200,PRODSS,9.7,84.9,9.64,14.101
6/17/2019,9:04:01,200,PRODSS,9.7,84.5,9.61,15.103
6/17/2019,9:04:47,200,PRODSS,9.6,84.3,9.6,15.986
6/17/2019,9:05:14,200,PRODSS,9.6,84.2,9.6,17.061
6/17/2019,9:05:32,200,PRODSS,9.5,84,9.58,18.05
6/17/2019,9:05:59,200,PRODSS,9.5,83.3,9.52,19.184
6/17/2019,9:06:24,200,PRODSS,9.4,82.8,9.48,20.182
6/17/2019,9:06:41,200,PRODSS,9.4,82.6,9.45,20.971
6/17/2019,9:07:08,200,PRODSS,9.4,81.6,9.35,22.167
6/17/2019,11:01:05,210,PRODSS,18.3,101.1,9.52,0.539
6/17/2019,11:02:03,210,PRODSS,18.2,101.2,9.54,1.191
6/17/2019,11:03:07,210,PRODSS,17.8,100.8,9.58,2.024
6/17/2019,11:03:50,210,PRODSS,17.5,100.8,9.64,3.096
6/17/2019,11:04:58,210,PRODSS,17.2,99.8,9.61,4.905
6/17/2019,11:05:39,210,PRODSS,16.6,99.8,9.73,6.545
6/17/2019,11:06:06,210,PRODSS,16.2,99.6,9.79,7.162
6/17/2019,11:06:54,210,PRODSS,14.2,98.7,10.11,8.188
6/17/2019,11:07:20,210,PRODSS,12,95.3,10.27,9.203
6/17/2019,11:08:15,210,PRODSS,11.3,93.3,10.23,10.019
6/17/2019,11:08:46,210,PRODSS,10.5,90.5,10.09,11.165
6/17/2019,11:09:43,210,PRODSS,10,89.2,10.08,12.097
6/17/2019,11:10:39,210,PRODSS,9.9,88.4,10.01,13.274
6/17/2019,11:11:11,210,PRODSS,9.7,87.4,9.95,14.193
6/17/2019,11:11:44,210,PRODSS,9.3,86.6,9.93,15.256
6/17/2019,11:12:39,210,PRODSS,9.2,86.2,9.91,16.139
6/17/2019,11:13:11,210,PRODSS,9.2,86.4,9.95,16.866
6/17/2019,11:16:14,210,PRODSS,9.1,86.2,9.95,18.367
6/17/2019,11:16:47,210,PRODSS,9,86,9.94,19.347
6/17/2019,11:17:08,210,PRODSS,8.9,85.8,9.93,20.167
6/17/2019,11:17:32,210,PRODSS,8.9,85.7,9.93,20.995
6/17/2019,11:17:57,210,PRODSS,8.9,85.5,9.92,22.005
6/17/2019,11:19:01,210,PRODSS,8.8,85,9.87,23.375
6/17/2019,11:19:26,210,PRODSS,8.7,84.7,9.85,24.143
6/17/2019,11:19:57,210,PRODSS,8.7,84.4,9.83,25.2
6/17/2019,11:21:05,210,PRODSS,8.7,83.8,9.76,26.164
6/17/2019,11:26:17,210,PRODSS,8.6,83.1,9.69,27.15
6/17/2019,11:26:47,210,PRODSS,8.6,81.9,9.55,28.133
6/17/2019,12:05:07,220,PRODSS,18.1,102,9.64,0.535
6/17/2019,12:06:24,220,PRODSS,17.9,101.9,9.66,1.106
6/17/2019,12:06:50,220,PRODSS,17.7,101.7,9.68,1.973
6/17/2019,12:08:25,220,PRODSS,17.3,101.6,9.75,3.101
6/17/2019,12:08:45,220,PRODSS,17,100.8,9.75,3.98
6/17/2019,12:09:18,220,PRODSS,16.1,100.3,9.86,4.947
6/17/2019,12:09:47,220,PRODSS,15.8,99.6,9.87,5.869
6/17/2019,12:10:31,220,PRODSS,15,98.7,9.94,6.818
6/17/2019,12:11:47,220,PRODSS,13.1,94.4,9.93,8.131
6/17/2019,12:12:49,220,PRODSS,12.7,93.1,9.88,9.001
6/17/2019,12:13:07,220,PRODSS,12.4,92.2,9.84,9.945
6/17/2019,12:13:33,220,PRODSS,12.2,91.6,9.83,10.842
6/17/2019,12:14:09,220,PRODSS,11.8,91.9,9.94,11.948
6/17/2019,12:14:45,220,PRODSS,11.7,92,9.99,12.908
6/17/2019,12:15:10,220,PRODSS,11.5,91.6,9.99,13.892
6/17/2019,12:15:37,220,PRODSS,10.6,89.2,9.92,14.89
6/17/2019,12:16:23,220,PRODSS,9.5,87,9.94,15.902
6/17/2019,12:16:45,220,PRODSS,8.9,85.9,9.94,16.992
6/17/2019,12:17:09,220,PRODSS,8.4,84.7,9.92,18.062
6/17/2019,12:17:48,220,PRODSS,7.9,79.3,9.41,19.154
6/17/2019,12:18:16,220,PRODSS,7.7,77.8,9.27,20.272
6/17/2019,12:18:34,220,PRODSS,7.4,75.9,9.12,21.435
6/17/2019,12:19:20,220,PRODSS,7.1,72,8.7,22.2
6/17/2019,12:20:12,220,PRODSS,7.1,68.8,8.33,22.878
6/17/2019,13:00:21,230,PRODSS,17.7,102.2,9.73,0.523
6/17/2019,13:02:52,230,PRODSS,17.6,102,9.75,1.078
6/17/2019,13:03:50,230,PRODSS,17.2,101.7,9.77,2.149
6/17/2019,13:04:18,230,PRODSS,17.2,101.6,9.78,3.001
6/17/2019,13:04:48,230,PRODSS,17.1,101.5,9.78,4.054
6/17/2019,13:05:22,230,PRODSS,17.1,101.3,9.77,5.111
6/17/2019,13:05:54,230,PRODSS,17,100.8,9.74,6.125
6/17/2019,13:06:40,230,PRODSS,15.4,98.5,9.84,7.126
6/17/2019,13:09:07,230,PRODSS,14.6,96,9.77,8.07
6/17/2019,13:09:56,230,PRODSS,13.1,93.9,9.86,9.079
6/17/2019,13:10:46,230,PRODSS,12.6,91.8,9.77,10.059
6/17/2019,13:11:42,230,PRODSS,12.4,91.2,9.75,11.048
6/17/2019,13:12:18,230,PRODSS,12.2,90.2,9.68,12.032
6/17/2019,13:12:58,230,PRODSS,11.7,88,9.55,13.04
6/17/2019,13:13:36,230,PRODSS,11.5,87.1,9.5,14.077
6/17/2019,13:14:23,230,PRODSS,11.2,85.3,9.36,15.046
6/17/2019,13:15:06,230,PRODSS,10.6,83,9.22,16.026
6/17/2019,13:16:07,230,PRODSS,10.5,81.8,9.11,17.035
6/17/2019,13:16:50,230,PRODSS,10.4,80.4,8.98,18.146
6/17/2019,13:17:22,230,PRODSS,10.2,78.6,8.82,18.968
7/29/2019,8:52:39,200,PRODSS,25.3,97.3,8,0.539
7/29/2019,8:54:06,200,PRODSS,25.3,97.8,8.04,1.114
7/29/2019,8:55:07,200,PRODSS,25.3,98,8.05,2.152
7/29/2019,8:55:42,200,PRODSS,25.3,97.9,8.05,3.074
7/29/2019,8:56:11,200,PRODSS,25.3,97.9,8.05,4.021
7/29/2019,8:56:41,200,PRODSS,25.2,97.9,8.05,5.025
7/29/2019,8:57:23,200,PRODSS,25.2,97.8,8.05,6.123
